,code,product_name,quantity,packaging_en,brands_en,categories_en,origins_en,labels_en,countries_en,nutriscore_grade,pnns_groups_1,pnns_groups_2,food_groups_en,environmental_score_score,environmental_score_grade,main_category_en,carbon-footprint_1kg
3051,4056489127284,Bami Goreng,750g,"Plastic,PE 7 - Polyethylene,LDPE 4 - Low-density polyethylene","crop-s-ready-meals,culinea,lidl,sol-mar","Plant-based foods and beverages,Plant-based foods,Meats and their products,Frozen foods,Meals,Pasta dishes,Pastas,Meals with meat,Noodles,Poultry meals,Meals with chicken,Microwave meals",,,"Finland,Germany,Ireland,Sweden",b,Cereals and potatoes,Cereals,"Cereals and potatoes,Cereals",30.0,d,Microwave meals,2.65
3052,4056489135623,Rapsöl,1l,"Lid or cap,Bottle cap,Recycle,Bottle or vial,Wine cork,Bottle,Recycle with plastics,Pet-bottle","rapsol,vita-d-or,vita-dor,vitad-or","Plant-based foods and beverages,Plant-based foods,Fats,Vegetable fats,Vegetable oils,Rapeseed oils",,Triman,"Finland,France,Germany,Sweden,Switzerland,United Kingdom",b,Fat and sauces,Fats,"Fats and sauces,Fats",56.0,c,Rapeseed oils,6.05
3053,4056489152866,Maissihiutaleilla paneerattu friteerattu broilerinleike,540g,"Plastic,Pp-polypropylene","Landjunker,Metzgerfrisch-foodfox-lidl","Meats and their products,Meat preparations,Meats,Chicken and its products,Poultries,Breaded products,Chickens,Cooked poultries,Cooked chicken",,"Haltungsform,QS certification mark,de:haltungsform-2-stallhaltungplus","Finland,Germany",d,Fish Meat Eggs,Meat,"Fish‚ Meat‚ Eggs,Meat,Poultry",22.0,e,Cooked chicken,43.33
3054,4056489181293,Riisinuudelit,1pcs,"Plastic,Pp-polypropylene,Pp-packet","combino,lidl,vitasia","Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Frozen foods,Pastas,Noodles,Rice vermicelli,Dried rice noodles",,"Vegetarian,Vegan","Belgium,Czech Republic,Finland,France,Germany,Italy,Lithuania,Netherlands,Poland,Romania,Spain,United Kingdom",b,Cereals and potatoes,Cereals,"Cereals and potatoes,Cereals",54.0,c,Dried rice noodles,2.65
3055,4056489279167,gedtrocknete Pflaumen,500g,"Plastic,de:beschichteter-karton",alesto,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Fruits based foods,Dried products,Fruits,Dried plant-based foods,Dried fruits,Plums,Dried prunes,Frucht-und-gemusebasierte-lebensmittel,Fruchte,Pflanzliche-lebensmittel-und-getranke",,Green Dot,"Austria,Finland,Germany",c,Fruits and vegetables,Dried fruits,"Fruits and vegetables,Dried fruits",-4.0,f,Pflanzliche-lebensmittel-und-getranke,2.9
3056,4056489375173,,1pcs,"Plastic,Cardboard,Wood",Bon-gelati,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream bars,Ice cream bars coated with chocolate",,"Nutriscore,Nutriscore Grade E,Pure cocoa butter,Rainforest Alliance","Finland,Germany",e,Milk and dairy products,Ice cream,"Milk and dairy products,Ice cream",84.0,a,Ice cream bars coated with chocolate,2.6
3057,4072700003649,Weissbier,500 ml,"Glass,Bottle,Bottle cap,Capsule,Brown-glass-bottle",franziskaner,"Beverages,Alcoholic beverages,Beers,Country specific beers,Wheat beers,Beers from Germany",,"Green Dot,de:german-purity-law,de:skatteklasse-2,de:tidyman-wastebasket","Finland,France,Greece,Italy,Spain,Sweden,United Kingdom",not-applicable,Alcoholic beverages,Alcoholic beverages,Alcoholic beverages,49.0,c,Beers from Germany,0.65
3058,40875125,Premium Bourbon - Dairy ice cream,1 L,"Plastic,Pp-polypropylene,fr:barquette-plastique-avec-couvercle",Bon-gelati,"Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream tubs,Vanilla ice cream tubs",,"New recipe,Fabrique-en-allemagne","Finland,France,Germany,Hungary,Poland,Romania,Switzerland,United Kingdom",d,Milk and dairy products,Ice cream,"Milk and dairy products,Ice cream",73.0,b,Vanilla ice cream tubs,2.6
3059,4600682011804,Wheat beer,500 ml,"Glass,Bottle,Bottle cap,Capsule,fr:bouteille-verre-brune",Baltika,"Beverages,Alcoholic beverages,Beers,Wheat beers",,"Not advised for specific people,Not advised for pregnant women","Finland,France",not-applicable,Alcoholic beverages,Alcoholic beverages,Alcoholic beverages,49.0,c,Wheat beers,0.65
3060,4796000550626,Ceylon Black Tea,450g,"Plastic,Metal",mahmood-tea,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Hot beverages,Plant-based beverages,Teas,Black teas,Ceylan teas,de:schwarzer-tee",,,"Finland,France,Germany,Russia,Sweden,Syria",b,Beverages,Unsweetened beverages,"Beverages,Unsweetened beverages",80.0,a,de:schwarzer-tee,0.55
3061,5000159436489,Mars glacé,"7x 41,8 g","Plastic,Cardboard,Frozen,fr:green-dot",Mars,"Snacks,Desserts,Sweet snacks,Frozen foods,Frozen desserts,Bars,Ice creams and sorbets,Ice creams,Frozen bars,Ice cream candy chocolate bars",,"Vegetarian,Green Dot","Belgium,Finland,France,Italy",d,Milk and dairy products,Ice cream,"Milk and dairy products,Ice cream",61.0,b,Ice cream candy chocolate bars,2.6
3062,5000159484695,Twix glacé x6,205.2 gram,"Plastic,Cardboard,Frozen,fr:green-dot",Twix,"Snacks,Desserts,Sweet snacks,Frozen foods,Frozen desserts,Bars,Ice creams and sorbets,Ice creams,Frozen bars",,"No artificial flavors,Green Dot,Made in France,No colorings","Belgium,Denmark,Finland,France,Germany,Netherlands,Norway,Romania,Sweden,Switzerland",e,Milk and dairy products,Ice cream,"Milk and dairy products,Ice cream",61.0,b,Frozen bars,2.6
3063,5000184321064,Majoneesi,400 g,"Metal,Jar,Glass-jar,Aluminium-lid,Glass-jar",unilever-norge-as,"Condiments,Sauces,Salad dressings,Mayonnaises",,"No gluten,Green Dot","Åland Islands,Australia,Denmark,Finland,France,Ireland,Norway,Sweden,United Kingdom",e,Fat and sauces,Dressings and sauces,"Fats and sauces,Dressings and sauces",50.0,c,Mayonnaises,4.607
3064,5010029000160,Weetabix,430 g,Paper,Weetabix,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Rolled flakes,Rolled wheat flakes",,,"Finland,France,Italy",a,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",39.0,d,Rolled wheat flakes,2.65
3065,5010338303006,Sushi Nori 11g Blue Dragon,11 g,Plastic,Haugen-gruppen-as,"Plant-based foods and beverages,Plant-based foods,Seafood,Dried products,Dried plant-based foods,Seaweeds and their products,Dried seaweeds,Nori seaweeds,Dried nori seaweeds,Seaweed products",,No gluten,"Finland,France,Norway,Spain",d,Fish Meat Eggs,Fish and seafood,"Fish‚ Meat‚ Eggs,Fish and seafood",11.0,f,Seaweed products,8.45
3066,5053827183291,Superfood Crunchy Müsli - Cranberry & Lindseed,400 g,"Plastic,Paper","Kellogg's,w-k-kellogg","Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits",,"Vegetarian,No artificial flavors,Source of fibre,Vegan,High fibres,No artificial colors,No artificial colours or flavours,No palm oil","Denmark,Finland,Germany,Norway,Sweden,Switzerland",c,Cereals and potatoes,Breakfast cereals,"Cereals and potatoes,Breakfast cereals",66.0,b,Mueslis with fruits,2.65
3067,5053990101832,,190 g,"Plastic,Multilayer-composite,Pp-polypropylene,Lid,Paper and cardboard / Plastic / Aluminium,Paper and fibreboard/plastic/aluminium/tinplate,Seal,Tube,84 C/PAP,85 C/PAP",pringles,"Snacks,Salty snacks,Appetizers,Chips and fries,Crisps,Salty snacks made from potato",,"Vegetarian,Vegan,Green Dot,Made in Belgium,No palm oil","Denmark,Finland,France,Italy,Switzerland",d,Salty snacks,Appetizers,"Salty snacks,Appetizers",67.0,b,Salty snacks made from potato,2.1
3068,5060154911794,Dead Pony Club,330 ml,"Metal,Glass,Bottle,Bottle cap,Capsule,Brown-glass-bottle,Green-dot,Metal-cap",Brewdog,"Beverages and beverages preparations,Beverages,Alcoholic beverages,Beers,Ales,Lagers,Pale ales,India Pale Ale (IPA),Session IPA",,"Vegetarian,Not advised for specific people,Vegan,Green Dot,Not advised for pregnant women,The Vegan Society","Australia,China,Estonia,Finland,France,Germany,Ireland,Japan,Spain,Switzerland,United Kingdom",not-applicable,Alcoholic beverages,Alcoholic beverages,Alcoholic beverages,51.0,c,Session IPA,0.65
3069,5410041001204,Original,100 g,Plastic,"lu,mondelēz,tuc","Snacks,Salty snacks,Appetizers,Biscuits and crackers,Crackers(Appetizers)",,,"Austria,Belgium,Denmark,Estonia,Finland,France,Germany,Italy,Luxembourg,Malta,Morocco,Netherlands,Portugal,Spain,Sweden,Switzerland",e,Salty snacks,Appetizers,"Salty snacks,Appetizers",62.0,b,Crackers(Appetizers),2.1
3070,5410041143508,Gout Bacon,100 g,Plastic,"lu,mondelēz,tuc","Snacks,Salty snacks,Appetizers,Biscuits and crackers,Crackers(Appetizers)",,"Green Dot,With Sunflower oil,Triman","Austria,Denmark,Finland,France,Germany,Italy,Norway,Portugal,Spain,Sweden,Switzerland",e,Salty snacks,Appetizers,"Salty snacks,Appetizers",72.0,b,Crackers(Appetizers),2.1
3071,5410316983693,Smirnoff Ice,275 ml,"Glass,Bottle",hansa-borg-as,"Beverages and beverages preparations,Beverages,Alcoholic beverages,Distilled beverages,Hard liquors,Eaux de vie,Vodka",,No gluten,"Finland,France,Spain",not-applicable,Alcoholic beverages,Alcoholic beverages,Alcoholic beverages,52.0,c,Vodka,0.65
3072,5411188102809,"Alpro Fermentiertes Sojaprodukt, Heidelbeere, 500g",0.5 kg,"Metal,Plastic,Recyclable Metals,Aluminium,Cardboard,Paperboard,Pp-polypropylene",Alpro,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Dairies,Fermented foods,Plant-based foods,Fermented milk products,Dairy substitutes,Desserts,Vegan products,Dairy desserts,Milk substitutes,Non-dairy desserts,Non-dairy fermented foods,Plant-based beverages,Fermented dairy desserts,Non-dairy yogurts,Plant-based milk alternatives,Soy milk yogurts,Fruit soy yogurts,Soy desserts,Blueberry soy yogurts,Plain soy yogurts,Fermentiertes-sojaprodukt",,"No gluten,Vegetarian,Vegan,European Vegetarian Union,European Vegetarian Union Vegan,Green Dot,No lactose,Nutriscore,Nutriscore Grade A,The Vegan Society,Proterra-certified","Belgium,Finland,France,Germany,Netherlands,Spain,United Kingdom",c,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",49.0,c,Fermentiertes-sojaprodukt,0.9
3073,5411188112549,,1 L,"Tetra Pak,cs:84,Composite-carton",Alpro,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Cereal-based drinks,Rice-based drinks,Plain rice-based drinks",,"Low or no fat,Low fat,No gluten,Vegetarian,Vegan,Calcium source,Certified B Corporation,European Vegetarian Union,European Vegetarian Union Vegan,FSC,FSC Mix,Green Dot,No added sugar,No lactose,For-people-and-planet","Bosnia and Herzegovina,Bulgaria,Croatia,Czech Republic,Denmark,Estonia,Finland,France,Germany,Hungary,Latvia,Lithuania,Montenegro,Norway,Poland,Slovakia,Sweden,United Kingdom",c,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",60.0,b,Plain rice-based drinks,0.9
3074,5411188112709,Geröstete Mandel Ohne Zucker,1 L,"Composite material,Tetra Pak,Tetra Brik,Tetra Brik Aseptic,Kunststoff,Packung,Verbundstoff,Ziegel,Composite-carton",Alpro,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Dairy substitutes,Milk substitutes,Nuts and their products,Plant-based beverages,Plant-based milk alternatives,Nut-based drinks,Almond-based drinks",,"Low or no fat,Low or no sugar,Low fat,No gluten,Vegetarian,No preservatives,Vegan,100% vegetable,Calcium source,Certified B Corporation,European Vegetarian Union,European Vegetarian Union Vegan,FSC,FSC Mix,Low saturated fat,No colorings,No dyes or preservatives,No milk,No sugar,Nutriscore,Nutriscore Grade B,Without sweeteners,Triman","Albania,Austria,Belgium,Croatia,Finland,France,Germany,Greece,Hungary,Ireland,Israel,Luxembourg,Netherlands,Norway,Poland,Portugal,Réunion,Romania,Spain,Sweden,Switzerland,United Kingdom",b,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",69.0,b,Almond-based drinks,0.9
3075,5411188115434,"Alpro Sojadrink, Barista 1L",1 L,"Multilayer-composite,Tetra Pak,Tetra Brik Aseptic,fi:1-l",Danone-as,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Legume-based drinks,Soy-based drinks",,No gluten,"Finland,France,Germany,New Zealand,Romania,United Kingdom",b,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",80.0,a,Soy-based drinks,0.9
3076,5411188115533,soya Vanille,1 L,"Composite material,Plastic,Paper,Tetra Pak,Tetra Brik Aseptic",Alpro,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Legume-based drinks,Soy-based drinks,Flavoured soy drinks enriched in calcium with sugar,Sweetened beverages,Vanilla soy-based drinks",,"No gluten,Vegetarian,No GMOs,Vegan,Ohne Gentechnik,Certified B Corporation,Enriched with calcium,European Vegetarian Union,European Vegetarian Union Vegan,FSC,FSC Mix,Green Dot,Made in France,No lactose,Nutriscore,Nutriscore Grade B,Rich in vitamin B12,Rich in vitamin D,Enriched-wih-vitamins,Fsc-c014047","Austria,Belgium,Finland,France,Germany,Romania,Sweden,Switzerland",c,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",79.0,a,Vanilla soy-based drinks,0.9
3077,5411188116882,Alpro Macchiato,1 L,"Composite material,Tetra Pak,Brick,Tetra Brik Aseptic",Alpro,"Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Legume-based drinks,Coffee drinks,Soy-based drinks",,"No gluten,Vegetarian,No preservatives,Vegan,Calcium source,Enriched with calcium,Enriched with vitamins,European Vegetarian Union,European Vegetarian Union Vegan,FSC,FSC Mix,Green Dot,No colorings,No dyes or preservatives,No lactose,No milk,Nutriscore,Nutriscore Grade B,Vitamin B12 source,Vitamin B2 source,Vitamin D source,de:fsc-c,de:regenwaldfreies-soja","Belgium,Finland,France,Sweden",c,Beverages,Sweetened beverages,"Beverages,Sweetened beverages",74.0,b,Soy-based drinks,0.55
3078,5411188119753,"Kokosnussdrink mit Soja, Barista",1 L,"Multilayer-composite,Tetra Pak,Tetra Brik Aseptic,Composite-carton",Alpro,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Legume-based drinks,Soy-based drinks,Mixed plant milks",,"No gluten,Vegetarian,Vegan,European Vegetarian Union,European Vegetarian Union Vegan,FSC,FSC Mix,Green Dot,No lactose,Nutriscore,Nutriscore Grade B","Bulgaria,Finland,France,Germany,Ireland,New Zealand,Romania,Russia,United Kingdom",c,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",80.0,a,Mixed plant milks,0.9
3079,5411188121305,Greek style mango,150 g,"Plastic,Metal,PP 5 - Polypropylene,Recyclable Metals,Aluminium,Green-dot,Kunststoff,Metall,Pp-polypropylen,Pp-pot,Wiederverwertbare-metalle",Alpro,"Plant-based foods and beverages,Dairies,Fermented foods,Fermented milk products,Dairy substitutes,Desserts,Vegan products,Dairy desserts,Non-dairy desserts,Non-dairy fermented foods,Fermented dairy desserts,Non-dairy yogurts,Fermented dairy desserts with fruits,Soy milk yogurts,Yogurts,Fruit soy yogurts,Fruit yogurts",,"Low or no fat,Low fat,No gluten,Vegetarian,No GMOs,Source of proteins,Vegan,100% vegetable,Calcium source,Contains soy,Do not freeze,European Vegetarian Union,European Vegetarian Union Vegan,Green Dot,High proteins,No lactose,Rich in vegetable protein,The Vegan Society,Without addition of dairy products","Belgium,Finland,France,Germany,Romania,United Kingdom",c,Milk and dairy products,Milk and yogurt,"Milk and dairy products,Milk and yogurt",82.0,a,Fruit yogurts,1.05
3080,5411188121947,"Alpro Sojadrink, Schokoladen-Geschmack 250ml",0.25 l,"Multilayer-composite,Tetra Pak,Tetra Prisma Aseptic,Composite-carton",Danone-as,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Legume-based drinks,Soy-based drinks,Chocolate soy-based drinks",,No gluten,"Austria,Belgium,Finland,France,Germany,United Kingdom",c,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",80.0,a,Chocolate soy-based drinks,0.9
3081,5411188121992,Banana soya,250 ml,"Multilayer-composite,Tetra Pak",Alpro,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Legume-based drinks,Unsweetened beverages,Soy-based drinks,Sweetened beverages",,"No gluten,Vegetarian,Vegan,European Vegetarian Union,European Vegetarian Union Vegan,Green Dot,Nutriscore,Nutriscore Grade B","Belgium,Finland,France",c,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",80.0,a,Sweetened beverages,0.9
3082,5411188124689,Ohne Zucker Hafer,1 L,"Tetra Pak,Composite-carton,Tetra Brik Aseptic,hu:produkt",Alpro,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Cereals and potatoes,Dairy substitutes,Cereals and their products,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Cereal-based drinks,Oat-based drinks",,"Low or no sugar,Vegetarian,No artificial sweeteners,No preservatives,Source of fibre,Vegan,Calcium source,Certified B Corporation,European Vegetarian Union,European Vegetarian Union Vegan,FSC,FSC Mix,Green Dot,High fibres,No colorings,No dyes or preservatives,No milk,No sugar,Nutriscore,Nutriscore Grade A,Vitamin B12 source,Vitamin B2 source,es:recicla-amarillo,es:recicla-marron,pt:fonte-de-vitamina-d2","Belgium,Finland,France,Germany,Hungary,Italy,Netherlands,Portugal,Spain,Switzerland,Turkey,United Kingdom",c,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",62.0,b,Oat-based drinks,0.9
3083,5411188125341,Alpro Mandeldrink Barista 1L,1 L,"Multilayer-composite,Tetra Pak,Tetra Brik Aseptic",Alpro,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Dairy substitutes,Milk substitutes,Nuts and their products,Plant-based beverages,Plant-based milk alternatives,Nut-based drinks,Almond-based drinks,ro:lapte",,No gluten,"Bulgaria,Finland,France,Germany,New Zealand,Romania",c,Beverages,Plant-based milk substitutes,"Beverages,Plant-based milk substitutes",70.0,b,ro:lapte,0.9
